name,distance,moving_time,start_date_local,total_elevation_gain,type,average_heartrate,max_heartrate,average_speed,max_speed,date,hour,weekday,week,month,year,distance_km,moving_time_min,pace,pace_zone,time_of_day
Night Run,6011.0,1763,2025-02-27 21:14:26+00:00,7.0,Run,160.1,180.0,3.41,4.44,2025-02-27,21,Thursday,9,2,2025,6.011,29.383333333333333,4.888260411467864,⚡ Tempo (4:30-5:30),🌙 Evening
Lunch Run,8559.0,2429,2025-02-26 11:36:26+00:00,0.0,Run,136.3,170.0,3.524,5.1,2025-02-26,11,Wednesday,9,2,2025,8.559,40.483333333333334,4.729913930755151,⚡ Tempo (4:30-5:30),🌅 Morning
Lunch Run,8506.9,2463,2025-02-24 11:43:41+00:00,0.0,Run,137.8,166.0,3.454,4.08,2025-02-24,11,Monday,9,2,2025,8.5069,41.05,4.825494598502392,⚡ Tempo (4:30-5:30),🌅 Morning
Evening Run,474.2,196,2025-02-23 19:43:01+00:00,13.7,Run,140.1,151.0,2.419,3.08,2025-02-23,19,Sunday,8,2,2025,0.4742,3.2666666666666666,6.88879516378462,🚶 Recovery (> 6:30),🌙 Evening
Evening Run,5010.0,1525,2025-02-23 19:14:52+00:00,3.7,Run,153.1,189.0,3.285,4.36,2025-02-23,19,Sunday,8,2,2025,5.01,25.416666666666668,5.073186959414505,⚡ Tempo (4:30-5:30),🌙 Evening
Lunch Run,7318.5,2115,2025-02-21 11:36:55+00:00,0.0,Run,145.9,170.0,3.46,5.26,2025-02-21,11,Friday,8,2,2025,7.3185,35.25,4.8165607706497235,⚡ Tempo (4:30-5:30),🌅 Morning
Evening Run,6333.8,2247,2025-02-20 19:54:57+00:00,4.2,Run,145.1,160.0,2.819,4.14,2025-02-20,19,Thursday,8,2,2025,6.3338,37.45,5.912722220467966,🏃 Easy (5:30-6:30),🌙 Evening
Lunch Run,6199.6,1914,2025-02-17 11:48:46+00:00,0.0,Run,150.3,173.0,3.239,5.04,2025-02-17,11,Monday,8,2,2025,6.1996,31.9,5.145493257629524,⚡ Tempo (4:30-5:30),🌅 Morning
Evening Run,6462.3,2489,2025-02-13 19:56:01+00:00,6.4,Run,145.4,161.0,2.596,6.42,2025-02-13,19,Thursday,7,2,2025,6.4623,41.483333333333334,6.419283124171477,🏃 Easy (5:30-6:30),🌙 Evening
Night Run,527.2,219,2025-02-11 22:07:55+00:00,7.0,Run,138.0,147.0,2.407,3.1,2025-02-11,22,Tuesday,7,2,2025,0.5272,3.65,6.923368740515933,🚶 Recovery (> 6:30),🌙 Evening
Evening Run,10006.3,3767,2025-02-11 20:56:26+00:00,8.0,Run,144.0,164.0,2.656,5.96,2025-02-11,20,Tuesday,7,2,2025,10.0063,62.78333333333333,6.2743804736349436,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5018.2,1775,2025-02-10 20:03:12+00:00,3.7,Run,156.0,186.0,2.827,4.74,2025-02-10,20,Monday,7,2,2025,5.0182,29.583333333333332,5.895208109149363,🏃 Easy (5:30-6:30),🌙 Evening
Lunch Run,5040.4,1518,2025-02-10 11:41:53+00:00,0.0,Run,149.4,169.0,3.32,4.28,2025-02-10,11,Monday,7,2,2025,5.0404,25.3,5.019442901357035,⚡ Tempo (4:30-5:30),🌅 Morning
Morning Run,10073.2,3596,2025-02-09 09:24:42+00:00,28.3,Run,153.2,171.0,2.801,3.58,2025-02-09,9,Sunday,6,2,2025,10.0732,59.93333333333333,5.949780936875405,🏃 Easy (5:30-6:30),🌅 Morning
Afternoon Run,10078.6,3546,2025-02-08 15:05:24+00:00,8.6,Run,157.1,174.0,2.842,5.2,2025-02-08,15,Saturday,6,2,2025,10.0786,59.1,5.863909669993848,🏃 Easy (5:30-6:30),☀️ Afternoon
Evening Run,6006.3,2333,2025-02-02 19:33:46+00:00,10.7,Run,142.2,158.0,2.574,4.44,2025-02-02,19,Sunday,5,2,2025,6.0063,38.88333333333333,6.473758109540538,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,6007.4,2057,2025-01-22 19:59:26+00:00,4.8,Run,151.6,178.0,2.92,5.18,2025-01-22,19,Wednesday,4,1,2025,6.0074,34.28333333333333,5.7068504400128734,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,6027.1,2078,2025-01-19 19:52:48+00:00,19.7,Run,149.0,170.0,2.9,12.33,2025-01-19,19,Sunday,3,1,2025,6.027100000000001,34.63333333333333,5.746268243986881,🏃 Easy (5:30-6:30),🌙 Evening
Afternoon Run,10049.5,3426,2024-12-22 14:02:27+00:00,8.6,Run,156.4,170.0,2.933,5.34,2024-12-22,14,Sunday,51,12,2024,10.0495,57.1,5.681874720135331,🏃 Easy (5:30-6:30),☀️ Afternoon
Evening Run,7445.3,2436,2024-12-17 18:07:30+00:00,13.0,Run,155.5,171.0,3.056,5.64,2024-12-17,18,Tuesday,51,12,2024,7.4453000000000005,40.6,5.4531046431977215,⚡ Tempo (4:30-5:30),🌙 Evening
Afternoon Run,10017.5,4228,2024-12-15 17:33:25+00:00,19.5,Run,129.3,148.0,2.369,6.36,2024-12-15,17,Sunday,50,12,2024,10.0175,70.46666666666667,7.034356542716912,🚶 Recovery (> 6:30),☀️ Afternoon
Morning Run,4007.6,1499,2024-12-12 10:13:43+00:00,0.0,Run,137.8,163.0,2.674,4.24,2024-12-12,10,Thursday,50,12,2024,4.0076,24.983333333333334,6.233988754699404,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,5081.0,1755,2024-12-09 20:08:13+00:00,3.7,Run,155.9,177.0,2.895,5.74,2024-12-09,20,Monday,50,12,2024,5.081,29.25,5.7567407990553034,🏃 Easy (5:30-6:30),🌙 Evening
Afternoon Run,9068.1,3149,2024-11-24 17:09:20+00:00,12.1,Run,155.6,189.0,2.88,8.78,2024-11-24,17,Sunday,47,11,2024,9.068100000000001,52.483333333333334,5.787687975797943,🏃 Easy (5:30-6:30),☀️ Afternoon
Evening Run,9006.3,2986,2024-11-11 18:01:15+00:00,12.1,Run,157.5,189.0,3.016,5.78,2024-11-11,18,Monday,46,11,2024,9.0063,49.766666666666666,5.525761596512071,🏃 Easy (5:30-6:30),🌙 Evening
2024 JTBC 오토바이랑 박아버리기~!,42541.6,16137,2024-11-03 08:20:10+00:00,171.6,Run,155.3,189.0,2.636,5.56,2024-11-03,8,Sunday,44,11,2024,42.541599999999995,268.95,6.322047125637024,🏃 Easy (5:30-6:30),🌅 Morning
Morning Run,3013.0,984,2024-11-02 08:11:42+00:00,9.7,Run,145.2,169.0,3.062,4.9,2024-11-02,8,Saturday,44,11,2024,3.013,16.4,5.443079986724195,⚡ Tempo (4:30-5:30),🌅 Morning
Night Run,6047.7,1955,2024-10-31 21:16:29+00:00,7.1,Run,150.9,170.0,3.093,6.92,2024-10-31,21,Thursday,44,10,2024,6.0477,32.583333333333336,5.387723156461686,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,5152.2,1879,2024-10-23 20:04:57+00:00,3.9,Run,141.5,161.0,2.742,6.598,2024-10-23,20,Wednesday,43,10,2024,5.1522,31.316666666666666,6.078309589431052,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,6004.6,2121,2024-10-17 20:15:55+00:00,9.5,Run,153.0,178.0,2.831,5.4,2024-10-17,20,Thursday,42,10,2024,6.0046,35.35,5.887153182560038,🏃 Easy (5:30-6:30),🌙 Evening
2024 CHICAGO MARATHON,42789.7,15513,2024-10-13 08:00:40+00:00,47.7,Run,162.0,193.0,2.758,10.356,2024-10-13,8,Sunday,41,10,2024,42.789699999999996,258.55,6.042341965473,🏃 Easy (5:30-6:30),🌅 Morning
CHICAGO MARATHON SHAKE OUT RUN,5044.6,1707,2024-10-12 07:37:02+00:00,11.1,Run,150.7,173.0,2.955,11.158,2024-10-12,7,Saturday,41,10,2024,5.0446,28.45,5.639693930143123,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,10568.4,3466,2024-09-30 18:03:57+00:00,39.1,Run,,,3.049,5.248,2024-09-30,18,Monday,40,9,2024,10.5684,57.766666666666666,5.465980343918347,⚡ Tempo (4:30-5:30),🌙 Evening
2024 Run your way NB,10003.6,2918,2024-09-29 08:00:59+00:00,30.7,Run,176.0,197.0,3.428,4.534,2024-09-29,8,Sunday,39,9,2024,10.0036,48.63333333333333,4.861583163394511,⚡ Tempo (4:30-5:30),🌅 Morning
Morning Run,1537.9,536,2024-09-29 07:28:20+00:00,3.8,Run,133.1,154.0,2.869,5.376,2024-09-29,7,Sunday,39,9,2024,1.5379,8.933333333333334,5.808786873875631,🏃 Easy (5:30-6:30),🌅 Morning
Night Run,7520.2,2421,2024-09-26 21:21:44+00:00,91.1,Run,152.7,171.0,3.106,6.4,2024-09-26,21,Thursday,39,9,2024,7.5202,40.35,5.3655487885960484,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,5087.5,1862,2024-09-24 20:01:21+00:00,6.3,Run,141.4,161.0,2.732,4.674,2024-09-24,20,Tuesday,39,9,2024,5.0875,31.033333333333335,6.0999180999181,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,30575.3,10827,2024-09-22 08:05:38+00:00,0.0,Run,153.5,175.0,2.824,3.848,2024-09-22,8,Sunday,38,9,2024,30.5753,180.45,5.901822713105022,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,10009.2,3472,2024-09-17 20:14:09+00:00,13.7,Run,156.5,173.0,2.883,4.29,2024-09-17,20,Tuesday,38,9,2024,10.0092,57.86666666666667,5.781347826666134,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,15007.8,5130,2024-09-15 19:51:31+00:00,24.4,Run,165.0,192.0,2.925,5.466,2024-09-15,19,Sunday,37,9,2024,15.0078,85.5,5.697037540478951,🏃 Easy (5:30-6:30),🌙 Evening
Night Run,7845.7,2909,2024-09-07 22:26:36+00:00,17.3,Run,137.5,170.0,2.697,6.736,2024-09-07,22,Saturday,36,9,2024,7.8457,48.483333333333334,6.179605813800341,🏃 Easy (5:30-6:30),🌙 Evening
Night Run,5430.1,1875,2024-09-04 21:03:31+00:00,6.3,Run,147.2,174.0,2.896,5.678,2024-09-04,21,Wednesday,36,9,2024,5.4301,31.25,5.7549584722196645,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,10012.0,3515,2024-09-03 20:06:13+00:00,11.5,Run,148.3,169.0,2.848,5.362,2024-09-03,20,Tuesday,36,9,2024,10.012,58.583333333333336,5.851311759222266,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,20936.0,7991,2024-09-01 08:59:59+00:00,13.0,Run,168.2,191.0,2.62,5.74,2024-09-01,8,Sunday,35,9,2024,20.936,133.18333333333334,6.361450770602471,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,6007.9,2013,2024-08-30 20:04:35+00:00,7.3,Run,150.8,177.0,2.985,5.934,2024-08-30,20,Friday,35,8,2024,6.007899999999999,33.55,5.5843139865843305,🏃 Easy (5:30-6:30),🌙 Evening
Night Run,5009.9,1429,2024-08-21 21:04:12+00:00,6.3,Run,165.8,187.0,3.506,5.708,2024-08-21,21,Wednesday,34,8,2024,5.0099,23.816666666666666,4.753920570603539,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,10021.0,3528,2024-08-20 20:06:39+00:00,135.2,Run,159.4,193.0,2.84,6.034,2024-08-20,20,Tuesday,34,8,2024,10.021,58.8,5.867677876459434,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,10012.6,3593,2024-08-18 20:10:12+00:00,8.9,Run,152.9,194.0,2.787,4.856,2024-08-18,20,Sunday,33,8,2024,10.0126,59.88333333333333,5.980797528447489,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,19999.2,8744,2024-08-14 20:07:35+00:00,56.6,Run,145.8,175.0,2.287,5.64,2024-08-14,20,Wednesday,33,8,2024,19.999200000000002,145.73333333333332,7.286958144992465,🚶 Recovery (> 6:30),🌙 Evening
Evening Run,13512.9,5058,2024-08-06 20:16:56+00:00,104.7,Run,147.0,180.0,2.672,7.08,2024-08-06,20,Tuesday,32,8,2024,13.5129,84.3,6.238483227138512,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,10553.9,3961,2024-08-03 19:54:37+00:00,10.7,Run,,,2.664,10.11,2024-08-03,19,Saturday,31,8,2024,10.5539,66.01666666666667,6.255191603735743,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5019.5,1767,2024-07-21 20:06:50+00:00,5.6,Run,148.0,178.0,2.841,4.454,2024-07-21,20,Sunday,29,7,2024,5.0195,29.45,5.8671182388684135,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,12999.5,4722,2024-07-16 05:38:24+00:00,23.0,Run,149.4,169.0,2.753,5.204,2024-07-16,5,Tuesday,29,7,2024,12.9995,78.7,6.054079003038579,🏃 Easy (5:30-6:30),🌅 Morning
Morning Run,5032.0,2004,2024-07-12 06:04:31+00:00,6.2,Run,133.8,159.0,2.511,3.804,2024-07-12,6,Friday,28,7,2024,5.032,33.4,6.63751987281399,🚶 Recovery (> 6:30),🌅 Morning
Morning Run,16002.2,5603,2024-07-07 08:45:07+00:00,41.0,Run,150.2,183.0,2.856,4.432,2024-07-07,8,Sunday,27,7,2024,16.002200000000002,93.38333333333334,5.8356559306428695,🏃 Easy (5:30-6:30),🌅 Morning
Night Run,1459.6,764,2024-06-30 21:40:44+00:00,2.9,Run,108.0,118.0,1.91,2.512,2024-06-30,21,Sunday,26,6,2024,1.4596,12.733333333333333,8.723851283456654,🚶 Recovery (> 6:30),🌙 Evening
Evening Run,10009.4,3515,2024-06-23 20:05:23+00:00,11.0,Run,139.4,170.0,2.848,5.296,2024-06-23,20,Sunday,25,6,2024,10.0094,58.583333333333336,5.852831671562066,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,10066.0,3623,2024-06-20 20:14:50+00:00,100.5,Run,143.5,172.0,2.778,6.91,2024-06-20,20,Thursday,25,6,2024,10.066,60.38333333333333,5.998741638519107,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,10008.7,3182,2024-06-19 20:04:29+00:00,9.0,Run,157.2,187.0,3.145,4.586,2024-06-19,20,Wednesday,25,6,2024,10.008700000000001,53.03333333333333,5.298723443937107,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,10005.7,2955,2024-06-18 20:04:36+00:00,9.0,Run,153.6,179.0,3.386,5.752,2024-06-18,20,Tuesday,25,6,2024,10.005700000000001,49.25,4.922194349220944,⚡ Tempo (4:30-5:30),🌙 Evening
Morning Run,10446.3,3479,2024-06-17 05:55:48+00:00,16.8,Run,137.3,167.0,3.003,6.028,2024-06-17,5,Monday,25,6,2024,10.446299999999999,57.983333333333334,5.550609625736705,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,5048.9,1969,2024-06-16 20:09:44+00:00,5.7,Run,130.4,157.0,2.564,3.846,2024-06-16,20,Sunday,24,6,2024,5.0489,32.81666666666667,6.49976562551579,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5795.0,2103,2024-06-15 20:09:08+00:00,4.8,Run,132.7,150.0,2.756,10.16,2024-06-15,20,Saturday,24,6,2024,5.795,35.05,6.048317515099223,🏃 Easy (5:30-6:30),🌙 Evening
Night Run,2512.0,913,2024-06-13 21:12:41+00:00,0.0,Run,146.4,163.0,2.751,4.28,2024-06-13,21,Thursday,24,6,2024,2.512,15.216666666666667,6.057590233545648,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,3102.9,1193,2024-06-13 20:37:31+00:00,0.0,Run,144.3,171.0,2.601,5.016,2024-06-13,20,Thursday,24,6,2024,3.1029,19.883333333333333,6.407983929012644,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,2623.6,957,2024-06-13 18:44:37+00:00,4.0,Run,133.5,146.0,2.742,4.05,2024-06-13,18,Thursday,24,6,2024,2.6235999999999997,15.95,6.079432840372008,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,10028.0,3422,2024-06-13 06:05:18+00:00,119.9,Run,144.2,167.0,2.93,7.054,2024-06-13,6,Thursday,24,6,2024,10.028,57.03333333333333,5.68740858928334,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,10168.5,3807,2024-06-12 19:54:18+00:00,118.4,Run,139.7,161.0,2.671,6.7,2024-06-12,19,Wednesday,24,6,2024,10.1685,63.45,6.239858386192654,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,9007.7,3185,2024-06-11 06:03:52+00:00,60.1,Run,136.8,161.0,2.828,5.692,2024-06-11,6,Tuesday,24,6,2024,9.007700000000002,53.083333333333336,5.893106268340789,🏃 Easy (5:30-6:30),🌅 Morning
Night Run,2908.1,1097,2024-06-10 21:06:18+00:00,0.0,Run,143.1,158.0,2.651,3.382,2024-06-10,21,Monday,24,6,2024,2.9081,18.283333333333335,6.287037355432528,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5341.1,1870,2024-06-10 20:04:20+00:00,12.8,Run,147.7,188.0,2.856,5.57,2024-06-10,20,Monday,24,6,2024,5.3411,31.166666666666668,5.835252413672589,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,3418.9,1291,2024-06-10 18:55:48+00:00,4.4,Run,129.5,144.0,2.648,3.742,2024-06-10,18,Monday,24,6,2024,3.4189000000000003,21.516666666666666,6.293447210116313,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,9222.2,2938,2024-06-09 07:24:52+00:00,264.0,Run,151.2,179.0,3.139,5.514,2024-06-09,7,Sunday,23,6,2024,9.2222,48.96666666666667,5.309651348557466,⚡ Tempo (4:30-5:30),🌅 Morning
Morning Run,786.1,291,2024-06-09 07:19:01+00:00,17.9,Run,121.7,133.0,2.701,4.046,2024-06-09,7,Sunday,23,6,2024,0.7861,4.85,6.16969851163974,🏃 Easy (5:30-6:30),🌅 Morning
Morning Run,21126.2,7041,2024-06-07 07:26:32+00:00,56.1,Run,149.1,178.0,3.0,4.538,2024-06-07,7,Friday,23,6,2024,21.1262,117.35,5.554714051746172,🏃 Easy (5:30-6:30),🌅 Morning
Morning Run,10015.6,3624,2024-06-06 07:32:37+00:00,30.3,Run,137.0,171.0,2.764,5.302,2024-06-06,7,Thursday,23,6,2024,10.015600000000001,60.4,6.030592276049362,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,3581.0,1373,2024-06-05 20:13:47+00:00,0.0,Run,137.3,149.0,2.608,4.386,2024-06-05,20,Wednesday,23,6,2024,3.581,22.883333333333333,6.390207577026901,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,10478.2,3664,2024-06-04 06:04:20+00:00,199.6,Run,142.2,164.0,2.86,5.342,2024-06-04,6,Tuesday,23,6,2024,10.478200000000001,61.06666666666667,5.827972997906765,🏃 Easy (5:30-6:30),🌅 Morning
Evening Run,10271.3,3552,2024-06-02 19:58:03+00:00,10.2,Run,140.8,165.0,2.892,6.058,2024-06-02,19,Sunday,22,6,2024,10.2713,59.2,5.763632646305726,🏃 Easy (5:30-6:30),🌙 Evening
Afternoon Run,10223.6,3630,2024-06-01 17:03:08+00:00,14.4,Run,146.6,162.0,2.816,9.69,2024-06-01,17,Saturday,22,6,2024,10.223600000000001,60.5,5.9176806604327234,🏃 Easy (5:30-6:30),☀️ Afternoon
Evening Run,7048.7,2653,2024-05-29 19:56:40+00:00,17.6,Run,135.2,151.0,2.657,4.894,2024-05-29,19,Wednesday,22,5,2024,7.0487,44.21666666666667,6.2730243401856605,🏃 Easy (5:30-6:30),🌙 Evening
Night Run,2751.3,1100,2024-05-27 21:31:09+00:00,46.1,Run,148.9,167.0,2.501,3.732,2024-05-27,21,Monday,22,5,2024,2.7513,18.333333333333332,6.663516640618374,🚶 Recovery (> 6:30),🌙 Evening
Evening Run,8138.3,2513,2024-05-27 20:00:31+00:00,10.2,Run,152.8,167.0,3.238,4.894,2024-05-27,20,Monday,22,5,2024,8.138300000000001,41.88333333333333,5.1464474562664595,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,2599.8,906,2024-05-27 19:10:35+00:00,4.0,Run,137.6,154.0,2.869,5.032,2024-05-27,19,Monday,22,5,2024,2.5998,15.1,5.808139087622124,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5134.2,1955,2024-05-25 20:00:51+00:00,3.8,Run,130.2,155.0,2.626,4.302,2024-05-25,20,Saturday,21,5,2024,5.1342,32.583333333333336,6.346331138898628,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5143.1,1633,2024-05-23 20:18:48+00:00,3.5,Run,144.0,174.0,3.149,5.074,2024-05-23,20,Thursday,21,5,2024,5.1431000000000004,27.216666666666665,5.291879735308795,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,10007.5,3399,2024-05-20 19:36:32+00:00,19.1,Run,143.9,170.0,2.944,6.434,2024-05-20,19,Monday,21,5,2024,10.0075,56.65,5.660754434174369,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,6617.4,2436,2024-05-19 10:29:47+00:00,129.8,Run,140.2,165.0,2.717,4.086,2024-05-19,10,Sunday,20,5,2024,6.6174,40.6,6.13534016381056,🏃 Easy (5:30-6:30),🌅 Morning
Morning Run,18071.2,7984,2024-05-18 08:04:49+00:00,306.2,Run,133.4,174.0,2.263,5.062,2024-05-18,8,Saturday,20,5,2024,18.0712,133.06666666666666,7.363465993772779,🚶 Recovery (> 6:30),🌅 Morning
Lunch Run,5009.5,1443,2024-05-16 11:57:53+00:00,12.5,Run,157.6,178.0,3.472,4.416,2024-05-16,11,Thursday,20,5,2024,5.0095,24.05,4.800878331170775,⚡ Tempo (4:30-5:30),🌅 Morning
Evening Run,5825.0,1881,2024-05-14 20:04:33+00:00,17.6,Run,145.5,157.0,3.097,4.5,2024-05-14,20,Tuesday,20,5,2024,5.825,31.35,5.381974248927039,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,8302.9,2679,2024-05-13 19:56:52+00:00,61.9,Run,151.5,168.0,3.099,6.558,2024-05-13,19,Monday,20,5,2024,8.3029,44.65,5.37763913813246,⚡ Tempo (4:30-5:30),🌙 Evening
Morning Run,10114.0,2777,2024-05-12 09:00:06+00:00,2.2,Run,175.1,189.0,3.642,5.186,2024-05-12,9,Sunday,19,5,2024,10.114,46.28333333333333,4.576165051743457,⚡ Tempo (4:30-5:30),🌅 Morning
Night Run,3012.1,996,2024-05-06 21:11:30+00:00,9.5,Run,160.4,181.0,3.024,4.022,2024-05-06,21,Monday,19,5,2024,3.0120999999999998,16.6,5.511105208990406,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,3370.6,1201,2024-05-06 20:38:54+00:00,12.7,Run,161.9,174.0,2.807,5.576,2024-05-06,20,Monday,19,5,2024,3.3706,20.016666666666666,5.938606380664174,🏃 Easy (5:30-6:30),🌙 Evening
Evening Ride,2171.8,578,2024-05-06 19:11:23+00:00,10.4,Ride,109.8,120.0,3.757,5.814,2024-05-06,19,Monday,19,5,2024,2.1718,9.633333333333333,4.43564478005955,🔥 Speed (< 4:30),🌙 Evening
Night Run,20042.6,6891,2024-05-04 21:08:17+00:00,71.0,Run,138.4,163.0,2.909,15.016,2024-05-04,21,Saturday,18,5,2024,20.0426,114.85,5.730294472772993,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,6001.0,1980,2024-05-02 20:24:33+00:00,9.4,Run,152.6,165.0,3.031,4.694,2024-05-02,20,Thursday,18,5,2024,6.001,33.0,5.499083486085652,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,5096.2,1983,2024-05-01 20:08:07+00:00,5.8,Run,127.4,141.0,2.57,3.774,2024-05-01,20,Wednesday,18,5,2024,5.0962,33.05,6.485224284761195,🏃 Easy (5:30-6:30),🌙 Evening
Night Run,8909.0,2997,2024-04-30 21:04:52+00:00,33.7,Run,144.6,171.0,2.973,7.212,2024-04-30,21,Tuesday,18,4,2024,8.909,49.95,5.606689864182288,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,21081.9,7107,2024-04-28 08:16:25+00:00,80.3,Run,160.6,183.0,2.966,8.092,2024-04-28,8,Sunday,17,4,2024,21.0819,118.45,5.618563791688604,🏃 Easy (5:30-6:30),🌅 Morning
Night Run,11668.7,4000,2024-04-24 21:05:17+00:00,108.5,Run,140.2,161.0,2.917,4.81,2024-04-24,21,Wednesday,17,4,2024,11.668700000000001,66.66666666666667,5.713289969462465,🏃 Easy (5:30-6:30),🌙 Evening
Morning Run,13581.5,5348,2024-04-21 09:20:59+00:00,260.8,Run,138.6,175.0,2.54,5.048,2024-04-21,9,Sunday,16,4,2024,13.5815,89.13333333333334,6.562848973481084,🚶 Recovery (> 6:30),🌅 Morning
Evening Run,10005.5,3255,2024-04-19 20:27:16+00:00,57.7,Run,146.9,173.0,3.074,6.29,2024-04-19,20,Friday,16,4,2024,10.0055,54.25,5.422017890160412,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,3004.1,958,2024-04-18 20:48:08+00:00,2.0,Run,154.5,175.0,3.136,5.702,2024-04-18,20,Thursday,16,4,2024,3.0040999999999998,15.966666666666667,5.314958445679793,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,3059.6,1016,2024-04-18 20:18:20+00:00,4.8,Run,137.4,155.0,3.011,6.536,2024-04-18,20,Thursday,16,4,2024,3.0596,16.933333333333334,5.534492526256155,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,5152.8,1663,2024-04-16 20:03:59+00:00,3.7,Run,146.8,170.0,3.098,5.086,2024-04-16,20,Tuesday,16,4,2024,5.1528,27.716666666666665,5.37895254360089,⚡ Tempo (4:30-5:30),🌙 Evening
Afternoon Run,5852.4,1813,2024-04-14 14:39:45+00:00,33.6,Run,162.6,185.0,3.228,4.694,2024-04-14,14,Sunday,15,4,2024,5.852399999999999,30.216666666666665,5.163123960540405,⚡ Tempo (4:30-5:30),☀️ Afternoon
Evening Run,9352.4,3117,2024-04-12 20:56:16+00:00,46.5,Run,147.1,169.0,3.0,6.6,2024-04-12,20,Friday,15,4,2024,9.3524,51.95,5.5547239211325445,🏃 Easy (5:30-6:30),🌙 Evening
Evening Run,6035.8,2262,2024-04-11 20:18:40+00:00,14.8,Run,139.6,158.0,2.668,4.128,2024-04-11,20,Thursday,15,4,2024,6.0358,37.7,6.246065144637,🏃 Easy (5:30-6:30),🌙 Evening
Night Run,834.9,317,2024-04-08 21:23:39+00:00,9.6,Run,146.8,160.0,2.634,3.258,2024-04-08,21,Monday,15,4,2024,0.8349,5.283333333333333,6.32810316604783,🏃 Easy (5:30-6:30),🌙 Evening
Night Run,2142.7,483,2024-04-08 21:04:15+00:00,28.7,Run,149.3,166.0,4.436,6.098,2024-04-08,21,Monday,15,4,2024,2.1426999999999996,8.05,3.7569421757595567,🔥 Speed (< 4:30),🌙 Evening
Evening Run,2177.0,588,2024-04-08 20:42:14+00:00,28.9,Run,134.0,155.0,3.702,5.178,2024-04-08,20,Monday,15,4,2024,2.177,9.8,4.501607717041801,⚡ Tempo (4:30-5:30),🌙 Evening
Evening Run,847.1,334,2024-04-08 20:32:25+00:00,9.7,Run,121.1,138.0,2.536,3.548,2024-04-08,20,Monday,15,4,2024,0.8471000000000001,5.566666666666666,6.571439814268287,🚶 Recovery (> 6:30),🌙 Evening
Evening Run,5606.6,2257,2024-04-04 19:53:46+00:00,5.5,Run,131.8,148.0,2.484,5.016,2024-04-04,19,Thursday,14,4,2024,5.6066,37.61666666666667,6.709354451301442,🚶 Recovery (> 6:30),🌙 Evening
Lunch Swim,175.0,250,2024-04-01 12:30:22+00:00,0.0,Swim,80.0,80.0,0.7,0.4,2024-04-01,12,Monday,14,4,2024,0.175,4.166666666666667,23.809523809523814,🚶 Recovery (> 6:30),☀️ Afternoon
